Name,Date of birth,Date of death,Remarks,ASA Botanist ID,GUID,Variant name,Author name,B & P Author Abbrev.,Standard/Label Name,Full Name,Geography Collector,Specialty Author,Citation as Author,Citation as Collector,Member of teams/groups,Holdings,Collections in,Collector Teams:,URL,Geography Author,Specialty Collector,Author in,Author Teams:,Start Date,End Date,First date collected,Geography Determiner,Specialty Determiner,First date flourished,Last date collected,Citation as Determiner,Last date flourished,Specialty,Vernacular name,First date received
"Pringle, Cyrus Guernsey",1838,1911,"[author note: Herbarium and types: VT; duplicates material at A, ASU, CM, EMC, FCME, GH, H, MEXU, MO, NTMG, MU, NMC, NY, P, PC, PRC, RM, SMU, TAES, TEX, US, UTD, WRSL, YU, Z, and many other herbaria] [collector note: Vermont; Collections widely distributed, main part at VT]",102121 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7ddb21fc-fa2f-4575-a594-322e837faa88,"Cyrus Guernsey Pringle; Pringle, C. G.",Pringle,Pringle,C. G. Pringle,"Pringle, Cyrus Guernsey","Cuba, Mexico, United States of America",Fungi and Lichens; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors N-R,,Search for specimens collected by C. G. Pringle,"[no date] (454),  1858 (1),  1870 (1),  1871 (1),  1873 (6),  1874 (23),  1875 (5),  1876 (71),  1877 (330),  1878 (188),  1879 (372),  1880 (526),  1881 (518),  1882 (394),  1883 (21),  1884 (315),  1885 (198),  1886 (55),  1887 (159),  1888 (184),  1889 (313),  1890 (421),  1891 (197),  1892 (212),  1893 (193),  1894 (335),  1895 (113),  1896 (193),  1897 (76),  1898 (112),  1899 (145),  1900 (112),  1901 (86),  1902 (132),  1903 (85),  1904 (234),  1905 (85),  1906 (86),  1907 (112),  1908 (781),  1909 (79),  1911 (1),  1932 (2),  1944 (1)","C. G. Pringle & C. Conzatti  M. E. Jones, C. C. Parry & C. G. Pringle  Pringle & Davenport  C. G. Pringle & C. C. Parry  C. G. Pringle & G. E. Davenport  C. G. Pringle & C. E. Faxon  C. G. Pringle & E. Brainerd  C. G. Pringle & W. W. Eggleston  W. W. Eggleston & C. G. Pringle  C. G. Pringle & F. H. Horsford  C. E. Faxon & C. G. Pringle  G. E. Davenport & C. G. Pringle  C. G. Pringle & E. H. Hitchings",,"Mexico, United States of America",Phanerogams,Pl. Mexic. (Pringle),Pringle & Davenport,,,,,,,,,,,,
"Proctor, George Richardson",1920,2015,"[author note: Herbarium and types: SJ. West Indian flora, pteridophytes] [collector note: GH, SJ, MICH, NEBC, TEX, US. Belize (col. 1969)]",101316 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/57f6cd2a-1f2e-4186-858e-d07c3609ef5d,"George Richardson Proctor; Proctor, G. R. et alia",Proctor,Proctor,G. R. Proctor,"Proctor, George Richardson","Belize, Cuba, Dominican Republic, Honduras, Jamaica, Saint Lucia, United States of America",Pteridophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY; Death year from David E. Boufford (GH)","Index Herbariorum, ed. 8",,Search for specimens collected by G. R. Proctor,"[no date] (4),  1925 (2),  1928 (1),  1930 (1),  1943 (1),  1946 (3),  1947 (1),  1948 (1),  1949 (3),  1950 (1),  1951 (6),  1952 (41),  1953 (12),  1954 (33),  1955 (31),  1956 (27),  1957 (53),  1958 (89),  1959 (172),  1960 (107),  1961 (14),  1962 (13),  1963 (25),  1964 (17),  1965 (43),  1966 (3),  1967 (5),  1968 (4),  1969 (1),  1970 (5),  1971 (4),  1973 (4),  1974 (20),  1975 (8),  1976 (2),  1977 (16),  1978 (2),  1979 (6),  1980 (2),  1981 (9),  1991 (3)","G. R. Proctor, M. Vives & W. Estremera  G. R. Proctor & P. McKenzie  R. A. Howard, G. R. Proctor & B. L. Wagenknecht  G. R. Proctor & W. Estremera  A. E. Areces-Mallea & G. R. Proctor  G. R. Proctor & D. A. Powell  G. C. Jones, G. R. Proctor & L. Facey  G. R. Proctor, G. C. Jones & L. Facey  G. R. Proctor et al.  G. R. Proctor & W. T. Gillis  R. A. Howard, G. R. Proctor & W. T. Stearn  R. A. Howard & G. R. Proctor  R. A. Howard & Proctor  Proctor & Vivaldi  Gillis & Proctor  G. R. Proctor & W. Mullings  G. L. Webster & G. R. Proctor  F. A. Barkley & G. R. Proctor  Bro. Alain & G. R. Proctor  G. L. Webster, G. R. Proctor & D. A. Powell  G. R. Proctor & A. D. Skelding  G. R. Proctor & A. Lourteig  B. Jestrow & G. R. Proctor  W. T. Gillis & G. R. Proctor  G. R. Cooley & G. R. Proctor  G. R. Proctor & G. R. Cooley  B. D. Morley, C. Whitefoord & G. R. Proctor  W. T. Stearn, R. A. Howard & G. R. Proctor  George R. Proctor & Hector Gentles  G. R. Proctor & J. A. Cedeno-Maldonado  G. R. Proctor, D. A. Powell & L. Facey",,"Jamaica, United States of America",Phanerogams; Pteridophytes,Ferns Jamaica,R. A. Howard & Proctor  Proctor & Vivaldi  Gillis & Proctor  Proctor & Lourteig  Jestrow & Proctor,,,,,,,,,,,,
"Pupulin, Franco",1960,,"[author note: Orchidaceae] [collector note: SEL, USJ]",128105 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e8aff4ad-55d5-4d9f-9c63-98202fa2e9a4,Franco Pupulin,Pupulin,Pupulin,F. Pupulin,"Pupulin, Franco","Colombia, Costa Rica, Cuba, Dominican Republic, Ecuador, Guatemala, Italy, Panama",Spermatophytes,"Lindleyana; Scientific Journal of the American Orchid Society. West Palm Beach, FL; Selbyana 18: 7. 1997; pers. comm.","Lindleyana; Scientific Journal of the American Orchid Society. West Palm Beach, FL",,Search for specimens collected by F. Pupulin,2009 (1),"F. Pupulin & M. Flores  D. E. Mora-Retana & F. Pupulin  M. A. Blanco, F. Pupulin, H. León-Páez & G. Gerlach  F. Pupulin, R. L. Dressler, K. Dressler, D. E. de Mora-Retana & R. Dodero  F. Pupulin & D. Castelfranco  F. Pupulin, D. Castelfranco, H. L. P. Montealegre & A. C. Rodríguez  D. E. Mora-Retana, F. Pupulin & A. Herrera  F. Pupulin, M. L. Spadari, J. Cambronero, V. Juarez-Pérez & K. Granado  F. Pupulin, D. Castelfranco & E. Salas  F. Pupulin, H. L. P. Montealegre, M. Bonilla & J. C. Cervantes  F. Pupulin, D. Castelfranco & L. Spadari  F. Pupulin, A. P. Karremans & G. Merino  R. L. Dressler & F. Pupulin  F. Pupulin & M. A. Blanco  B. K. Holst, J. R. Clark, M. A. Blanco, S. Dalström, N. Edmondson, G. Gerlach, W. E. Higgins, J. M. Heaney, J. Katzenstein, H. L. P. Montealegre & F. Pupulin",,"Costa Rica, Italy",Phanerogams,"Vanishing Beauty, Native Costa Rican Orchids","Pupulin, Karremans & G. Merino  Dressler & Pupulin  Pupulin & Karremans  Pupulin & M. A. Blanco  F. Pupulin, Isler. F. Chinchilla, A.F. Rojas-Alvarado, M. Fernández, C. Ossenbach & D. Bogarín   F. Pupulin & D. Bogarín",,,,,,,,,,,,
"Rankin, Rosa",1958,,"[author note: Aristolochiaceae, Polygalaceae] [collector note: HAJB]",114333 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/bade2b90-c522-4395-9f94-c3543d6f823f,"Rankin, R.; Rosa Rankin Rodríguez",R. Rankin,R. Rankin,R. Rankin,"Rankin, Rosa",Cuba,Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY","Index Herbariorum, ed. 8",,,,"A. Alvarez, R. Berazain I., C. Beurton, H. Dietrich, J. Gutierrez, K. Köhler, A. Leiva, L. Lepper, R. Oviedo, C. Panfet V., R. Rankin & A. J. Urquiola  A. Alvarez, C. Beurton, H. Dietrich, M. A. Díaz D., M. E. Duharte G., J. Gutierrez, K. Köhler, A. Leiva, L. Lepper, R. Rankin & C. A. Sánchez V.  A. Alvarez, C. Beurton, J. Gutierrez, K. F. Gunther, D. H. Mai, F. K. Meyer, R. Rankin, C. A. Sanchez V. & C. Schirarend  W. Greuter & R. Rankin  M. Bässler, H. Dietrich, J. Gutierrez, L. Lepper, R. Oviedo, R. Rankin & B. Sorribes  O. Alvarez-F., C. Beurton, J. Gutiérrez, D. Mai, K. F. Günther, F. K. Meyer, C. Panfet, R. Rankin, C. Sánchez & C. Schirarend  J. Gutierrez, A. Alvarez, C. Beurton, H. Dietrich, E. Köhler, M. A. Díaz D., M. Duharte G.,, R. Rankin & Carm. Sanchez  W. R. Greuter & R. Rankin",,Cuba,Phanerogams,,,,,,,,,,,,,,
"Read, James",1783,1853,"[collector note: nephew of George Read, a founding father of United States and a signer of the Declaration of American Independence; According to the “Index Herbariorum, pt. II (5), Collectors N-R”, the death year is “1857”; William R. Overlease (in Bartonia 57: 86. 1992) mentioned “ca. 1857”; Original collections (China, Caribbean, E. USA, Malaysia): PH; W. Indies (Cuba, Curacao, Guadeloupe, Puerto Rico, St. Croix, St. Thomas, col. 1837): B (r. 1891)]",103726 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8e5ef003-3e99-4003-a20c-d6621be6828d,,,,J. Read,"Read, James","China, Cuba, Malaysia",,,"Index Herbariorum - Collectors N-R; Dates in: ""History of Delaware. 1609-1888"" 1: 190-191. 1888 (via David Hollombe)",,Search for specimens collected by J. Read,[no date] (1),,,,Spermatophytes,,,,,,,,,,,,,James Read,
"Reasoner, Egbert Norman",,,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/28f04c32-2a37-475e-a370-7c99dbdac7c6,"Egbert Norman Reasoner; Reasoner, E. N.",,,E. N. Reasoner,"Reasoner, Egbert Norman","Cuba, United States of America",,,specimen (GH) Billbergia liboniana De Jonghe,,Search for specimens collected by E. N. Reasoner,"1887 (1),  1888 (2),  1904 (1)",E. N. Reasoner & P. Reasoner,,,Spermatophytes,,,1887,,,,,,,,,,,
"Reasoner, Pliny",1864,1888,[collector note: GH: Cuba],,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/62ff4bdb-e48b-40e4-bf1a-ded3dc3dbdc9,"Pliny Reasoner; Reasoner, P.",,,P. Reasoner,"Reasoner, Pliny",Cuba,,,specimen (GH) Billbergia liboniana De Jonghe,,,,E. N. Reasoner & P. Reasoner,,,Spermatophytes,,,,,,,,,,,,,,
"Rehder, Alfred",1863,1949,"[author note: A] [collector note: West Indies, cultivated plants of Europe, North America; collected many localities in U.S.A., West Indies, western Canada. Main collections and activities at A. Mostly woody plants]",101480 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/276b1168-cb42-4612-bab2-3b36f76b089c,"Alfred Rehder; Rehder, A.",Rehder,Rehder,A. Rehder,"Rehder, Alfred","Cuba, Germany, Italy, Jamaica, United States of America",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew",Index Herbariorum - Collectors N-R,,Search for specimens collected by A. Rehder,"[no date] (8),  1878 (1),  1880 (2),  1881 (1),  1882 (3),  1883 (5),  1884 (1),  1885 (5),  1886 (3),  1888 (3),  1890 (3),  1891 (1),  1893 (2),  1894 (2),  1896 (2),  1897 (1),  1898 (9),  1899 (5),  1900 (26),  1901 (5),  1902 (38),  1903 (32),  1904 (178),  1905 (5),  1906 (7),  1907 (77),  1908 (50),  1909 (4),  1910 (8),  1911 (1),  1912 (8),  1913 (4),  1914 (261),  1916 (218),  1917 (9),  1918 (20),  1919 (19),  1920 (65),  1921 (27),  1922 (38),  1923 (14),  1924 (70),  1925 (6),  1926 (5),  1927 (10),  1928 (18),  1929 (16),  1930 (1),  1932 (2),  1933 (1),  1934 (17),  1935 (8),  1936 (17),  1937 (14),  1938 (3),  1939 (4),  1941 (1),  1942 (1),  1945 (3),  1946 (2),  1947 (1),  1954 (2)","J. P. Bill, R. J. Eaton, F. A. Gilbert, J. R. Churchill, J. H. Emerton, A. Rehder & L. B. Smith  J. P. Bill, R. J. Eaton & A. Rehder  A. Rehder & E. J. Palmer  A. Rehder & E. H. Wilson  Loesener & Rehder  E. H. Wilson & A. Rehder  H. O. Sleumer & A. Rehder  A. Rehder & C. E. Kobuski  J. Decaisne & A. Rehder  H. A. T. Harms & A. Rehder  A. A. H. Léveillé & A. Rehder  A. Rehder & W. M. Wilson  A. Rehder & H. R. E. Handel-Mazzetti  R. J. Eaton, F. A. Gilbert, A. Rehder & Lyman B. Smith  J. R. Churchill; C. H. Knowlton; R. J. Eaton; A. Rehder; L. Griscom; L. B. Smith; S. L. Kelsey; G. L. Stebbins, Jr. & C. A. Weatherby  J. R. Churchill; R. J. Eaton; L. Griscom; S. L. Kelsey; C. H. Knowlton; A. Rehder; L. B. Smith; G. L. Stebbins, Jr. & C. A. Weatherby  J. P. Bill; J. R. Churchill; R. J. Eaton; J. H. Emerton; F. A. Gilbert; A. Rehder & L. B. Smith  J. P. Bill; J. R. Churchill; R. J. Eaton & A. Rehder  F. A. Gilbert; A. Rehder & L. B. Smith  M. L. Fernald & A. Rehder  R. J. Eaton & A. Rehder  C. E. Hubbard & A. Rehder  S. L. Kelsey, A. Rehder & L. B. Smith",,"Germany, United States of America",Phanerogams,"Monogr. Azaleas; Man. Cult. Trees; Bibliogr. Cult. Trees; Man. Cult. Trees, ed. 2",Rehder & E. H. Wilson  Loesener & Rehder  E. H. Wilson & Rehder  Sleumer & Rehder  Rehder & Kobuski  Decaisne & Rehder  Harms & Rehder  H. Léveillé & Rehder  Rehder & Wilson  Rehder & Handel-Mazzetti  Fernald & Rehder,,,,,,,,,,,,
"Říha, Jan",1947,2022,"[author note: Cacti] [collector note: col. 1977: PRC] Example of Names published: Echinocereus morricalii Riha in Kaktusy, 11(4): 75 (1975). Melocactus mazelianus Riha in Kakt. And. Sukk., 32(9): 217 (1981).",135777 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fe240d3a-a60b-4cb1-b6ca-4fd22a823cb9,Jan Říha,Říha,Říha,J. Říha,"Říha, Jan","Bolivia, Cuba, Mexico",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Memoriam in: Internetový měsíčník přátel kaktusů a sukulentů, Říjen 2022 (243), http://www.incact.cz/index.php/1004-jan-riha-kaktusarska-legenda-in-memoriam-2022-10 (via Anton Hofer)",Index Herbariorum - Collectors N-R,,,,V. John & Riha  Knize & Riha,,Czech Republic,,,V. John & Riha  Knize & Riha,,,,,,,,,,,,
"Risco Villalobos, Rafael A.",,,"Example of Name Published: Encyclia xcamagueyensis Rodr. Seijo, Gonz. Estévez, Sauleda, Risco Villalobos & Esperon, Orchid Digest 73(2): 110. Apr 2009. Research: Especies amenazadas de extinción en Camagüey. Estudios de flora y vegetación en Río Máximo. Intereses: Trabajos en ecología y fitogeografía de la familia Arecaceae.",191068 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4df31545-5751-4247-8037-4702d8d0d213,Rafael A. Risco Villalobos,Risco Villalobos,Risco Vill.,R. A. Risco Villalobos,"Risco Villalobos, Rafael A.",,Spermatophytes,"Orchid Digest. [Orchid Society of California]. Berkeley, CA",,,,,,http://www.ispcmw.rimed.cu/sitios/CEMAEA/archivos/staffcemaea.htm,Cuba,,,,,,,,,2009,,,,,,
"Robbins, James Watson",1801,1879,"[author note: Herbarium and types: GH, MASS, PH, WELC (now at NY)] [collector note: Connecticut: GH, Lake Superior & Isle Royale (col. 1862, 1863) & New York (col. 1864): WELC, Massachusetts (col. 1866): B, FI, MASS?, NA, WELC, N.E. United States: PH, Juncus: BRU]",116361 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fd01ae83-3a1f-49b5-a9ca-b56e54949609,James Watson Robbins,J. W. Robbins,J. W. Robbins,J. W. Robbins,"Robbins, James Watson","Cuba, United States of America",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors N-R,,Search for specimens collected by J. W. Robbins,"[no date] (280),  1820 (2),  1822 (3),  1823 (9),  1825 (3),  1826 (1),  1827 (65),  1828 (25),  1829 (15),  1830 (15),  1831 (1),  1834 (1),  1840 (3),  1844 (6),  1845 (5),  1846 (5),  1847 (2),  1848 (4),  1849 (2),  1850 (2),  1851 (5),  1852 (3),  1855 (1),  1856 (1),  1859 (1),  1861 (2),  1862 (11),  1863 (78),  1864 (14),  1865 (16),  1866 (24),  1867 (5),  1870 (2),  1873 (2),  1876 (1),  1878 (2),  1880 (1),  1883 (1)",W. Oakes & J. W. Robbins,,"Cuba, United States of America",Phanerogams,,,,,,,,,,,,,,
"Rodríguez Seijo, Efraín",1955,,"Example of Name Published: Encyclia xcamagueyensis Rodr. Seijo, Gonz. Estévez, Sauleda, Risco Villalobos & Esperon (Apr 2009). M.Sc.; Auxiliary Professor, Pedagogic University of Camagüey, Cuba. Research: : Plant Tissue Culture; Artificial Propagation of Endangered Species for Conservation; Investigation of the Taxonomy and Ecology of the Native Orchids. [collector note: Prov. Camagüey: HIPC]",191069 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/55355522-fc89-4034-a5ee-ae1d1bdf1209,Efraín Rodríguez Seijo,Rodr. Seijo,Rodr. Seijo,E. Rodríguez Seijo,"Rodríguez Seijo, Efraín",Cuba,Spermatophytes,"Orchid Digest. [Orchid Society of California]. Berkeley, CA; Birth year & Res. activities from the author",Coll. data from the author,,,,,http://www.ispcmw.rimed.cu/sitios/CEMAEA/archivos/staffcemaea.htm,Cuba,Phanerogams,,,,,,,,,,,,,,
"Roezl, Benedikt (Benito)",1824,1885,"[author note: Herbarium and types: K, W]",101766 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ec226f8d-1cb4-4223-ac1e-5972769b2037,"Benedikt (Benito) Roezl; Rözl, Benedikt",Roezl,Roezl,B. Roezl,"Roezl, Benedikt (Benito)",,Spermatophytes,"Taxonomic Literature. Second Edition. Utrecht; Authors of Plant Names. Royal Botanic Gardens, Kew",,,Search for specimens collected by B. Roezl,[no date] (1),Roezl & H. Gustav Reichenbach  Roezl & Leichtlin,,"Belgium, Cuba, Czech Republic, Mexico, United States of America",,Cat. Grain. Conif. Mexic.; Cat. Grain. Pl. Mexic.,Roezl & H. Gustav Reichenbach  Roezl & Leichtlin,,,,,,,,,,,,
"Roig y Mesa, Juan Tomás",1878,1971,"Example of Name Published: Vaccinium leonis Acuña & Roig in Contrib. Ocas. Mus. Hist. Nat. Col. 'de la Salle' No. 15 : 3. 1956. [author note: Herbarium and types: HAC, HAJB; duplicates at NY, US] [collector note: F, GH, HAC, HAJB, NMW, NY, S, US]",100965 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3980a90d-5b96-4e50-a095-5cd8800328bb,"Juan Tomás Roig y Mesa; Roig, Juan Tomás",Roig,Roig,J. T. Roig y Mesa,"Roig y Mesa, Juan Tomás",Cuba,Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht; Email message on the death year from Brian Bates",Index Herbariorum - Collectors N-R,,Search for specimens collected by J. T. Roig y Mesa,"1923 (1),  1924 (1)","J. T. Roig y Mesa et al.  J. T. Roig y Mesa & Bro. J. S. S. León  J. T. Roig y Mesa & J. B. Acuña  J. B. Acuna & J. T. Roig y Mesa  J. T. Roig y Mesa, J. B. Acuña & G. C. Bucher  Bro. J. S. S. León & J. T. Roig y Mesa  Acuña & Roig  Roig & Acuña  J. T. Roig y Mesa & M. Cremata",,Cuba,Phanerogams,Fl. Cuba (M. Gómez & Roig); Cact. Fl. Cub.; Pl. Med. Aromat. Venenosas Cuba,Acuña & Roig  Roig & Acuña,,,,,,,,,,,,
"Rowlee, Willard Winfield",1861,1923,"[author note: Herbarium and types: CU; additional material at GH, K, MO, NY, US] [collector note: North America: BH, GH, K (18 Salix), LE (r. 1896: 14 Salix). Cental America: NY, US (52, mainly orig.). Costa Rica: GH. Islas de Pinos (SW Cuba): NY. New York: MO, NY (coll. w. K. M. Wiegand & G. T. Hastings), US (153, mainly orig.). Collections: CU (vasc. plants), WS]",105130 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/1c9885e9-0263-420b-afef-648ef6878f47,"Rowlee, W. W.; Willard Winfield Rowlee",Rowlee,Rowlee,W. W. Rowlee,"Rowlee, Willard Winfield","Costa Rica, Cuba, Ecuador, United States of America",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors N-R,,Search for specimens collected by W. W. Rowlee,"1886 (1),  1887 (1),  1889 (1),  1890 (1),  1891 (1),  1892 (1),  1893 (1),  1894 (1),  1896 (1),  1897 (2),  1902 (1),  1906 (7),  1908 (2),  1917 (2)","W. W. Rowlee & G. Mixter  W. W. Rowlee & H. E. Rowlee  W. W. Rowlee & H. E. Stork  H. E. Stork & W. W. Rowlee  W. W. Rowlee, K. M. Wiegand & G. T. Hastings  W. W. Rowlee & K. M. Wiegand",,United States of America,Phanerogams,,,,,,,,,,,,,,
"Rugel, Ferdinand Ignatius Xavier",1806,1879,"[collector note: Often only Rugel on label] [author note: Herbarium and types: NA, BM (first set of 1840-1849 American plants); additional material at: B (extant), BAS, BERN, BR, DBN, DPU, E, F, G, GB, GH, GOET, K, KIEL, L, LE, LIVU, LY, LZ, MANCH, MICH, MIN, MO, NY, OXF, PH (major set), US (1,100), W]",137613 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8c53abad-1dd3-44dd-85c2-66425995beac,Ferdinand Igantius Xavier Rugel,Rugel,Rugel,F. I. X. Rugel,"Rugel, Ferdinand Ignatius Xavier","Cuba, France, Switzerland, United States of America",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors N-R,,Search for specimens collected by F. I. X. Rugel,"[no date] (39),  1832 (1),  1833 (1),  1835 (1),  1839 (14),  1840 (15),  1841 (11),  1842 (30),  1843 (63),  1844 (10),  1845 (42),  1846 (23),  1848 (19),  1849 (20),  1943 (1)",,,Germany,,,,,,,,,,,,,,,
"Sagra, Ramón de la",1798,1871,"[author note: Herbarium and types: G; duplicates at FI, P, PC (cryptogams); other duplicates at B (mostly destroyed), BR, F, FI, G, K, LE, LUB, NY, PH, W, Z] [collector note: col. 1822-1835: B, BM, BR, CN, F, G, K, LE, LUB, LY, MPU, NY, PH, S, U, W, Z.]",107582 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/939034c7-78e4-4c87-8f0f-2a5dcbce65ea,,Sagra,Sagra,R. de la Sagra,"Sagra, Ramón de la",Cuba,"Bryophytes; Cryptogamic, unspecified; Spermatophytes","Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors S,,Search for specimens collected by R. de la Sagra,[no date] (9),,,"Cuba, France, Spain",Phanerogams,,,,,,,,,,,,,,
"Salvin, Samuel Bernard",1914,2000,"[collector note: Cuba, 1940; AA]",,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2c3ca64a-b189-45db-a6de-fe4d2d2e050b,"Samuel Bernard Salvin; Salvin, S. B.",,,S. B. Salvin,"Salvin, Samuel Bernard",Cuba,,,specimen (ECON) Carissa macrocarpa,,Search for specimens collected by S. B. Salvin,1940 (3),,,,Spermatophytes,,,,,,,,,,,,,,
"Salvoza, Felipe Modesto",1892,,"[collector note: Palasan Is., col. 1947-48: A, PNH, Forestry Bureau Manila]",135166 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2b9cecd1-8b3e-461b-bcdd-edcfc3c535e6,Felipe Modesto Salvoza,Salvoza,Salvoza,F. M. Salvoza,"Salvoza, Felipe Modesto","Cuba, Honduras, Panama, Philippines",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew",Index Herbariorum - Collectors S,,Search for specimens collected by F. M. Salvoza,"1919 (1),  1920 (1),  1921 (4),  1929 (27),  1946 (9)",,,,,,,,,,,,,,,,,,
"Sastre, Claude Henri Léon",1938,,"[author note: Ochnaceae; flora of South America, West Indies, and Guianas] [collector note: Ochnaceae; [often col. with Sastre, France (1941-x) (Mrs. C. H. L. Sastre, née Douvillez)]]",134807 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/72779dc9-d473-4e44-8dd1-ce7cd1ec8726,"Claude Henri Leon Sastre; Claude Sastre; Sastre, C. H. L.",Sastre,Sastre,C. H. L. Sastre,"Sastre, Claude Henri Léon","Brazil, Cuba, France, Haiti, Jamaica, Martinique, Venezuela",Pteridophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY",Index Herbariorum - Collectors S,,Search for specimens collected by C. H. L. Sastre,"1972 (1),  1973 (2),  1977 (5),  1979 (3),  1981 (1),  1982 (1),  1986 (1),  2003 (1)","C. H. L. Sastre & Edg. Gutierrez  R. A. A. Oldeman & C. H. L. Sastre  C. H. L. Sastre & Raichel  C. H. L. Sastre & F. Sastre  V. Marcano, C. H. L. Sastre & Hernandez  C. H. L. Sastre, J. P. Fiard & C. Jeannet  Tirvengadum & Sastre  C. & F. Sastre et J. & J. Jeremie  C. H. L. Sastre, F. Sastre & J. Fournet  C. H. L.Sastre, F. Sastre, J. Fournet & M. Clairon  C. H. L. Sastre & B. Offroy  C. H. L. Sastre & Y. Polynice  C. H. L. Sastre & M. Breuil  C. H. L. Sastre, F. Sastre, & C. Moretti  C. Sastre, F. Sastre, & J. Bonniol",,France,Phanerogams,,Tirvengadum & Sastre  Sastre & Offroy,,,,,,,,,,,,
