Name,First date flourished,Remarks,ASA Botanist ID,GUID,Variant name,Author name,B & P Author Abbrev.,Standard/Label Name,Full Name,Geography Author,Geography Collector,Specialty Author,Specialty Collector,Citation as Author,Citation as Collector,Member of teams/groups,Collector Teams:,Author Teams:,Date of birth,Date of death,Author in,Holdings,Collections in,First date collected,Start Date,URL,Last date flourished,Last date collected,Citation as Determiner,End Date,Geography Determiner,Specialty Determiner
"Sharp, Aaron John",,"[author note: Herbarium and types: TENN; additional material at ALTA, BUF, C, DPU, F, FH, FLAS, GH, GRI, H, HIRO, LAF, LCU, M, MEXU, MICH, MO, MSC, NCU, NY, PAC, PH, US, WCUH, WIS, WS, WTU. Types published before 1934 at TENN destroyed] [collector note: Original collections (S. Appalachians, Mexico & Guatemala): TENN (Bryo. & vasc. plants); North America; S. Appalachian Mts.; Collections: BUF, FH, FLAS, GRI, HIRO, LAF, LCU, MEXU, MICH, NICH, OKLA, PAC, TEX, US, WCUH, WS, WTU]",105714 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fe322a41-9b1a-4590-8c5b-96d5d06a0351,"A. J. Sharp; Aaron John (""Jack"") Sharp; Jack Sharp; Sharp, A. J.; Sharp, Aaron J.",Sharp,Sharp,A. J. Sharp,"Sharp, Aaron John",United States of America,"Canada, Guatemala, Mexico, Philippines, United States of America",Bryophytes; Fungi and Lichens; Spermatophytes,Bryophytes; Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors S,,"A. J. Sharp & C. L. Gilly  Z. Iwatsuki & A. J. Sharp  H. M. Jennison & A. J. Sharp  A. J. Sharp, C. J. Felix & W. Adams  E. H. Xolocotzi & A. J. Sharp  J. S. Pringle, A. J. Sharp, J. K. Underwood, F. Barclay & G. Ramsay  A. J. Sharp & D. Budnick  J. S. Pringle & A. J. Sharp  L. R. Hesler & A. J. Sharp  J. K. Underwood & A. J. Sharp  A. J. Sharp & R. B. Holder  A. J. Sharp, J. P. Porter & L. R. Hesler  H. A. Sierk & A. J. Sharp  Skorepa & A. J.Sharp  A. J. Sharp & C. Delgadillo  A. J. Sharp & A. C. Koelling  A. J. Sharp & L. R. Hesler  R. T. Wareham & A. J. Sharp  A. J. Sharp, E. B. Sharp, E. Clebsch & K. R. Thornburgh  A. J. Sharp, E. B. Sharp & A. Radlow  A. J. Sharp, C. Delgadillo, W. Chester & M. Folsom  D. Richards, A. J. Sharp & E. B. Sharp  A. J. Sharp & H. C. Bold  A. J. Sharp & Z. Iwatsuki  A. J. Sharp & E. B. Sharp  R. R. Ireland, E. Lawton & A. J. Sharp  D. K. Smith, A. J. Sharp, F. D. Bowers, R. A. Hattaway & P. Somers  A. J. Sharp, F. D. Bowers, D. K. Smith, R. A. Hattaway & P. Somers  A. J. Sharp & J. N. McCarroll  R. E. Shanks & A. J. Sharp  A. J. Sharp & H. E. Robinson  A. J. Sharp & S. A. Cain  S. A. Cain & A. J. Sharp  H. C. Bold & A. J. Sharp  A. J. Sharp, N. E. Veloira del Rosario & Z. Iwatsuki  A. J. Sharp & P. D. Voth  A. J. Sharp & P. M. Patterson  A. J. Sharp & A. J. Grout  A. J. Sharp & K. A. Wagner  Z. Iwatsuki, A. J. Sharp & E. B. Sharp  A. J. Sharp, K. D. McFarland & J. Malter  H. L. Sherman & A. J. Sharp  A. J. Sharp, R. E. Shanks & H. L. Sherman  E. Lawton, A. J. Sharp & R. R. Ireland  D. K. Smith, A. J. Sharp, E. B. Sharp, S. Nakanishi, M. Manuel & H. J. Webster  A. J. Sharp & E. Clebsch  A. J. Sharp & D. Richards  A. J. Grout & A. J. Sharp  A. J. Sharp & H. H. Iltis  P. M. Patterson & A. J. Sharp  W. C. Steere & A. J. Sharp  A. J. Sharp, T. S. Patrick & B. C. Nichols  J. A. Snider, L. E. Anderson & A. J. Sharp  A. J. Sharp, W. H. Ellis, J. S. Drumke, J. S. Pringle & G. W. Ramsey  A. J. Sharp & E. I. Hernandez Xolocotzi  A. J. Sharp, E. I. Hernandez Xolocotzi, R. E. Shanks & J. N. Wolfe  A. J. Sharp & H. K. Svenson  A. J. Sharp, E. Clebsch & R. E. Shanks  A. J. Sharp & S. L. F. Meyer  W. B. Fox, B. W. Wells, A. J. Sharp, L. A. Whitford & S. Fairchild  R. E. Shanks, A. J. Sharp & E. Clebsch  A. J. Sharp & J. K. Underwood  A. J. Sharp & H. L. Sherman  T. G. Harbison, A. J. Sharp, J. K. Underwood & M. B. Wilson  S. A. Cain, A. J. Sharp & W. H. Duncan  A. J. Sharp, J. Kirchner, J. S. Drumke & R. Rhodes  A. J. Sharp & R. E. Shanks  H. M. Jennison, A. J. Sharp, J. K. Underwood & S. H. Essary  A. J. Sharp & M. B. Wilson  A. J. Sharp, J. K. Underwood & T. G. Harbison  J. S. Pringle, A. J. Sharp & F. Galyon  A. J. Sharp & W. B. Fox  A. J. Sharp, A. Clebsch, & E. Clebsch  S. Fairchild, E. Clebsch, & A. J. Sharp  A. Clebsch, A. J. Sharp, & E. Clebsch  A. J. Sharp & J. S. Pringle  A. J. Sharp & N. E. Veloira del Rosario  A. J. Sharp, E. B. Sharp & H. Silva  H. M. Jennison, J. K. Underwood & A. J. Sharp  A. J. Sharp, W. H. Ellis & G. W. Ramsey  A. J. Sharp & J. P. Gillespie  A. J. Sharp & H. A. Sierk  A. J. Sharp, R. E. Shanks & F. H. Norris  J. K. Underwood, R. E. Shanks & A. J. Sharp  M. B. Wilson, A. J. Sharp & L. R. Hesler  J. K. Underwood, A. J. Sharp & E. Clebsch  A. J. Sharp & A. S. Leopold","J. S. Pringle & Sharp  R. H. Zander & Sharp  A. J. Sharp, R. E. Shanks & F. H. Norris",1904,1997,,Search for specimens collected by A. J. Sharp,"[no date] (14),  1874 (1),  1894 (1),  1899 (1),  1907 (5),  1924 (1),  1926 (1),  1928 (7),  1929 (75),  1930 (61),  1931 (22),  1932 (27),  1933 (20),  1934 (268),  1935 (67),  1936 (15),  1937 (20),  1938 (41),  1939 (116),  1940 (62),  1941 (26),  1942 (20),  1943 (29),  1944 (66),  1945 (102),  1946 (28),  1947 (9),  1948 (10),  1949 (29),  1950 (11),  1951 (25),  1952 (9),  1953 (13),  1954 (29),  1955 (26),  1956 (37),  1957 (8),  1958 (28),  1959 (25),  1960 (19),  1961 (23),  1962 (18),  1963 (7),  1964 (5),  1965 (1),  1967 (4),  1968 (5),  1969 (3),  1970 (3),  1972 (1),  1973 (2),  1974 (6),  1975 (1),  1976 (1),  1978 (1),  1980 (1),  1994 (1)",,,,,,,,,
"Skinner, George Ure",,"[author note: Herbarium and types: material at CGE, E, FI, K, PH] [collector note: Guatemala (col. 1831-x): CGE, E, FI (col. 1857), K; Honduras: K (r. 1836-57 & 1884).]",114895 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/73d54227-175e-4a36-be6a-0150ae9fb906,George Ure Skinner,Skinner,Skinner,G. U. Skinner,"Skinner, George Ure",Guatemala,"Guatemala, Honduras",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors S,,,,1804,1867,,Search for specimens collected by G. U. Skinner,"[no date] (7),  1835 (1),  1850 (1),  1900 (1)",,,,,,,,,
"Skutch, Alexander Frank",,"[author note: Herbarium and types: A; additional material at AMES, BR, DS, F, GH, K, MICH, MO, NY, PH, S, U, US] [collector note: Original colls. A, US (p.p.)]",144783 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e4ab7bc8-5978-464d-bb72-58aaa667ca33,Alexander Frank Skutch,Skutch,Skutch,A. F. Skutch,"Skutch, Alexander Frank","Costa Rica, Ecuador, Guatemala, United States of America","Costa Rica, Ecuador, Guatemala, Jamaica, United States of America",Spermatophytes,,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors S,,A. F. Skutch & Barrantes  C. V. Morton & Skutch  C. H. Lankester & A. F. Skutch,C. V. Morton & Skutch,1904,,,Search for specimens collected by A. F. Skutch,"[no date] (16),  1898 (1),  1924 (2),  1929 (3),  1930 (2),  1932 (2),  1933 (65),  1934 (215),  1935 (57),  1936 (166),  1937 (39),  1938 (84),  1939 (75),  1940 (48),  1946 (1),  1947 (2)",,,,,,,,,
"Smith, Owen",,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c25cc956-b1a1-414e-9907-d974101f11e7,,,,Owen Smith,"Smith, Owen",,Guatemala,,Spermatophytes,,,,,,,,,Search for specimens collected by Owen Smith,1941 (2),,1941,,,,,,,
"Snedaker, S. C.",,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7b990823-ec46-48bb-a13d-d8a651d297df,,,,S. C. Snedaker,"Snedaker, S. C.",,Guatemala,,Spermatophytes,,,,L. O. Rowland & S. C. Snedaker,,,,,Search for specimens collected by S. C. Snedaker,"[no date] (1),  1964 (1),  1966 (3),  1967 (2)",,1966,,,,,,,
"Sousa, Mario",,"Example of Name Published: Galactia densiflora German & M. Sousa in Iselya 2(3): 109. 1985. [author note: UNAM; Fabaceae] [collector note: BM, CAS, ENCB (imp. col. of Leguminosae), K, MEXU, MO, NY, TEX, US; Belize (col. 1973) [Sousa provided a portion of the data on 6 Oct 2000]]",102733 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c24a23fc-baf6-4789-a7f4-a1bf8de64b86,"Mario Sousa; Sousa Sánchez, Mario",M. Sousa,M.Sousa,M. Sousa,"Sousa, Mario",Mexico,"Belize, Brazil, Costa Rica, Guatemala, Honduras, Mexico, Nicaragua, Panama",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Death year from: David S. Gernandt (MEXU)",Index Herbariorum - Collectors S,,"M. Sousa & E. Cabrera  M. Sousa & S. Zarate  M. Sousa & S. Purata  M. Sousa & O. Tellez V.  B. G. Schubert & M. Sousa Sanchez  M. Sousa, G. Andrade & L. Rico  M. Sousa, L. Rico & O. Tellez V.  A. J. Cronquist & M. Sousa S.  M. Sousa, L. D. Gomez, G. Davidse, G. Humphries, R. Hampshire, N. Garwood & M. Gibby  M. Sousa, E. Martinez S. & A. Rayes G.  M. Sousa & P. Basurto  M. Sousa, G. Davidse, P. P. Moreno & A. Grijalva  L. Rico & M. Sousa  M. Sousa, R. Sousa P., F. Guevara-F., L. Ortiz Árias, A. Morelos Borja & J. Díaz de la Cruz  R. Cruz & M. Sousa  M. Sousa & A. Delgado Salinas  M. Pena de Sousa, M. Sousa & J. Rzedowski  M. Sousa & M. Pena de Sousa",L. Rico & M. Sousa  R. Cruz & M. Sousa,1940,2017,Fl. Mesoamer.,Search for specimens collected by M. Sousa,"1961 (1),  1962 (2),  1965 (5),  1966 (3),  1967 (10),  1968 (6),  1975 (4)",,,,,,,,,
"Standley, Paul Carpenter",,"[author note: Herbarium and types: F and US (orig.), A, AMES, BH, BPI, BR, C, CR, CUP, DS, E, EAP, ENAG, F, G, GH, GRI, K, L, M, MAD, MICH, MO, NMC, NY, PH, POM, S, U, W] [collector note: Original collections: F, US. Illinois: FH; collected with P. G. Russell and J. N. Rose fungi in Mexico]",100031 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2eda4d73-28d8-4744-aac4-4fc351d4256d,"Paul Carpenter Standley; Standley, P. C.",Standley,Standl.,P. C. Standley,"Standley, Paul Carpenter","Costa Rica, Panama, United States of America","Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, United States of America",Pteridophytes; Spermatophytes,Bryophytes,"Taxonomic Literature. Second Edition. Utrecht; Authors of Plant Names. Royal Botanic Gardens, Kew",Index Herbariorum - Collectors S,,"Morelos, Deter & P. C. Standley  P. C. Standley & R. Torres Rojas  W. R. Maxon & P. C. Standley  P. C. Standley & J. Valerio  E. O. Wooton & P. C. Standley  P. C. Standley & Jimenez  P. C. Standley & J. Chacón P.  J. N. Rose, P. C. Standley & P. G. Russell  L. O. Williams & Standley  Wooton & Standley  J. N. Rose & P. C. Standley  Standley & Steyermark  Standley & L. O. Williams  Standley & Standley  Standley & Standley  Conzatti & Standley  Standley & Moldenke  Standley & Gentry  Standley & Blumer  Standley & C. V. Morton  Standley & L. B. Smith  A. C. Smith & Standley  Standley & S. Calderón  C. V. Morton & Standley  Standley & Goldman  G. S. Miller & Standley  Wooten & Standley  Trelease & Standley  S. Calderón & Standley  Standley & Leonard  Standley & F. A. Barkley  Standley & A. C. Smith  S. F. Blake & Standley  Lundell & Standley  Standley & Cuatrecasas  Standley & B. G. Schubert  Steyermark & Standley  Woodson & Standley  Standley & Williams  Standley & Steyermark  P. C. Standley & E. Padilla V.  P. C. Standley & H. C. Bollman  P. C. Standley, J. A. Steyermark & F. E. Drouet  F. E. Drouet, P. C. Standley & J. A. Steyermark  E. P. Killip & P. C. Standley  P. C. Standley, J. N. Rose & P. G. Russell  Holttum & Standl.  P. C. Standley & J. Chacón P.  F. V. Coville & P. C. Standley  P. C. Standley & E. P. Killip  J. A. Steyermark & P. C. Standley",E. O. Wooton & P. C. Standley  L. O. Williams & Standley  Wooton & Standley  Rose & Standley  Standley & Steyermark  Standley & L. O. Williams  Standley & Standley  Standley & Standley  Conzatti & Standley  Standley & Moldenke  Standley & Gentry  Standley & Blumer  Standley & C. V. Morton  Standley & L. B. Smith  A. C. Smith & Standley  Standley & S. Calderón  C. V. Morton & Standley  Standley & Goldman  G. S. Miller & Standley  Wooten & Standley  Trelease & Standley  S. Calderón & Standley  Standley & Leonard  Standley & F. A. Barkley  Standley & A. C. Smith  S. F. Blake & Standley  Lundell & Standley  Standley & Cuatrecasas  Standley & B. G. Schubert  Steyermark & Standley  Woodson & Standley  Standley & Williams  Standley & Steyermark  Standl. & Steyerm.  Standley & L. O. Williams  Coville & Standley,1884,1963,"Lista Pl. Salvador [Standley & S. Calderon]; Fl. Guatemala; Fl. Barro Colorado Isl. (Standley); Fl. Panama Canal Zone; Lista Pl. Salvador, Supl.",Search for specimens collected by P. C. Standley,"[no date] (18),  1041 (1),  1907 (9),  1908 (334),  1910 (52),  1911 (100),  1912 (1),  1913 (16),  1914 (11),  1915 (16),  1916 (298),  1917 (1),  1919 (8),  1921 (45),  1922 (311),  1923 (34),  1924 (1154),  1925 (173),  1926 (36),  1927 (202),  1928 (81),  1929 (11),  1930 (2),  1937 (1),  1938 (82),  1939 (128),  1940 (67),  1941 (170),  1943 (1),  1944 (2),  1946 (12),  1947 (36),  1948 (5),  1949 (8),  1950 (13),  1951 (13)",,,,,,,,,
"Steyermark, Julian Alfred",,"[author note: Herbarium and types: F, GH, MO, UMO, US, VEN; additional material at A, AMES, BM, BR, E, FH, IA, K, L, LAM, M, MA, MICH, MIN, MSC, NO, NY, PH, S, SMS, U] [collector note: A, F, FH, MO, VEN]",101462 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/38e7d52a-644a-4ca4-aff2-f3bb199e5eba,"Julian Alfred Steyermark; Steyermark, J. A.",Steyermark,Steyerm.,J. A. Steyermark,"Steyermark, Julian Alfred","United States of America, Venezuela","Ecuador, Guatemala, United States of America, Venezuela",Pteridophytes; Spermatophytes,Phanerogams; Pteridophytes; Bryophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors S,,"J. A. Steyermark & R. L. Liesner  J. A. Steyermark, O. Huber & A. Braun  J. A. Steyermark & G. S. Bunting  B. Maguire, J. A. Steyermark & C. K. Maguire  J. A. Steyermark & G. Davidse  J. A. Steyermark & P. Redmond  J. A. Steyermark, M. Guariglia P., N. H. Holmgren, J. L. Luteyn & S. A. Mori  J. A. Steyermark, P. E. Berry, G. C. K. Dunsterville & E. F. Dunsterville  J. A. Steyermark, C. Sobrevila, D. Fernandez & A. B. Fernandez  J. A. Steyermark & G. Agostini  J. A. Steyermark, R. L. Liesner & B. K. Holst  J. A. Steyermark & P. H. Allen  J. A. Steyermark, V. Carreño Espinoza & C. Brewer-Carias  J. A. Steyermark & L. I. Nevling  J. A. Steyermark, G. S. Bunting & J. G. Wessels-Boer  J. A. Steyermark, J. L. Luteyn & M. L. Lebron-Luteyn  J. A. Steyermark, B. J. Manara & V. Carreno Espinosa  J. A. Steyermark & H. Gibson  J. A. Steyermark & B. J. Manara  J. A. Steyermark, B. K. Holst & B. J. Manara  J. A. Steyermark & E. Dunsterville  J. A. Steyermark & I. Narbaiza  J. A. Steyermark, V. Carreño Espinoza & S. Nehlin  J. A. Steyermark, F. Delascio C., G. C. K. Dunsterville & E. F. Dunsterville  J. A. Steyermark, C. Brewer-Carias & R. L. Liesner  J. A. Steyermark et al.  J. A. Steyermark, L. B. Smith, R. Smith, G. C. K. Dunsterville & E. F. Dunsterville  J. A. Steyermark, P. E. Berry, O. Huber & P. Redmond  J. A. Steyermark, R. L. Liesner & B. G. Stergios D.  J. A. Steyermark, R. L. Liesner & A. González  J. A. Steyermark, R. L. Liesner & F. Delascio C.  J. A. Steyermark, V. Carreño Espinoza & E. Diederichs  R. L. Liesner & J. A. Steyermark  J. A. Steyermark, C. E. Steyermark, J. J. Wurdack, M. Wurdack & H. Wiehler  J. A. Steyermark, G. C. K. Dunsterville & E. F. Dunsterville  J. A. Steyermark, M. L. Wurdack & H. Wiehler  J. A. Steyermark, O. Huber & V. Carreno Espinosa  J. A. Steyermark, J. L. Luteyn & O. Huber  J. A. Steyermark, V. Carreño Espinoza, C. E. Steyermark & E. Diederichs  J. A. Steyermark & F. Delascio  J. A. Steyermark & T. Koyama  J. A. Steyermark & J. J. Wurdack  J. A. Steyermark & J. G. Wessels Boer  J. A. Steyermark & M. Rabe  J. A. Steyermark & C. E. Steyermark  J. A. Steyermark, G. S. Bunting & C. Blanco  J. A. Steyermark, F. Delascio C. & G. C. K. Dunsterville  J. A. Steyermark & S. Nilsson  J. A. Steyermark & B. K. Holst  J. A. Steyermark, B. K. Holst, H. Graf & P. Redmond  J. A. Steyermark, G. Davidse & F. J. Guánchez  J. A. Steyermark, R. L. Liesner & V. Carreño Espinoza  J. A. Steyermark, R. Smith, G. C. K. Dunsterville & E. F. Dunsterville  J. A. Steyermark & M. R. Fariñas G.  J. A. Steyermark, B. Maguire & C. K. Maguire  J. A. Steyermark & V. Carreño Espinoza  O. Huber & J. A. Steyermark  J. A. Steyermark, V. Carreño Espinoza, R. McDiarmid & C. Brewer-Carias  J. A. Steyermark & A. Braun  J. A. Steyermark, M. G. Casanova & P. Redmond  J. L. Luteyn & J. A. Steyermark  J. A. Steyermark, P. E. Berry & F. Delascio  J. A. Steyermark & O. Huber  J. A. Steyermark & C. Brewer-Carias  J. A. Steyermark & B. Maguire  J. A. Steyermark, R. L. Liesner, C. Sobrevila, D. Fernández & A. B. Hernández  J. A. Steyermark, V. Carreño Espinoza & B. J. Manara  J. A. Steyermark & L. Aristeguieta  G. S. Bunting, J. A. Steyermark & R. L. Dressler  J. A. Steyermark, B. Maguire, C. Brewer-Carias, C. K. Maguire & V. Carreño Espinosa  J. A. Steyermark, G. Davidse & A. Stoddart  J. A. Steyermark, V. Carreño Espinoza, G. C. K. Dunsterville & E. F. Dunsterville  John A. Moore & J. A. Steyermark  L. B. Smith, Steyermark & H. Robinson  Standley & Steyermark  Maguire & Steyermark  Maguire, Steyermark & Luteyn  Steyermark & Maguire  Maguire, Steyermark & Wurdack  Cuatrecasas & Steyermark  J. A. Duke & Steyermark  Killip & Steyermark  Kobuski & Steyermark  E. J. Palmer & J. A. Steyermark  Woodson & Steyermark  E. J. Palmer & J. A. Steyermark-1  Steyermark & Standley  Standley & Steyermark  J. A. Steyermark, R. F. Smith, & V. Carreño Espinoza  L. E. Skog & J. A. Steyermark  P. C. Standley, J. A. Steyermark & F. E. Drouet  F. E. Drouet, P. C. Standley & J. A. Steyermark  J. A. Moore (Texas) & J. A. Steyermark  C. E. Shoop & J. A. Steyermark  J. A. Steyermark & F. A. Swink  J. A. Steyermark & G. K. Rogers  C. W. Dodge, J. A. Steyermark & P. H. Allen  J. A. Steyermark, G. C. K. Dunsterville & E. Dunsterville  C. W. Dodge & J. A. Steyermark  C. W. Dodge, A. A. Hunter, J. A. Steyermark & P. H. Allen  J. A. Steyermark & P. E. Berry  J. A. Steyermark & J. E. Fernández  J. A. Steyermark, C. Brewer-Carias, G. C. K. Dunsterville & E. F. Dunsterville  R. E. Woodson, Jr., L. Hubricht & J. A. Steyermark  L.B. Smith & J.A. Smith  S. Mori, N. H. Holmgren & J. Steyermark  J. L. Luteyn, M. Lebron-Luteyn & J. A. Steyermark  J. A. Steyermark & P. C. Standley  N. C. Fassett, J. A. Steyermark & J. W. Thomson  J. A. Steyermark & A. Stoddart  Julian A. Steyermark & Hans Wiehler  Julian A. Steyermark & Hans Wiehler","L. B. Smith, Steyermark & H. Robinson  Standley & Steyermark  Maguire & Steyermark  Maguire, Steyermark & Luteyn  Steyermark & Maguire  Maguire, Steyermark & Wurdack  Cuatrecasas & Steyermark  J. A. Duke & Steyermark  Killip & Steyermark  Kobuski & Steyermark  E. J. Palmer & Steyermark  Woodson & Steyermark  E. J. Palmer & Steyermark-1  Steyermark & Standley  Standley & Steyermark  L. E. Skog & Steyermark  Standl. & Steyerm.  E.J.Palmer & Steyerm.  Steyermark & P. E. Berry",1909,1988,Fl. Guatemala; Fl. Venez. Guayana; Fl. Avila,Search for specimens collected by J. A. Steyermark,"[no date] (33),  1914 (1),  1930 (15),  1931 (98),  1932 (2),  1933 (12),  1934 (93),  1935 (11),  1936 (1),  1937 (2),  1938 (5),  1939 (71),  1940 (109),  1941 (76),  1942 (466),  1943 (99),  1944 (363),  1945 (143),  1946 (3),  1947 (7),  1948 (12),  1953 (88),  1954 (12),  1955 (16),  1956 (9),  1960 (15),  1961 (53),  1962 (2),  1963 (24),  1964 (68),  1965 (10),  1966 (22),  1967 (44),  1968 (1),  1970 (4),  1971 (9),  1972 (31),  1973 (22),  1974 (1),  1982 (1),  1984 (2)",,,,,,,,,
"Swallen, Jason Richard",,"[author note: Herbarium and types: US; additional material at BR, DPU, GB, GH, K, L, MICH, MG, NY, PEL, RB, W Poaceae] [collector note: US (orig.)]",150523 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e325c94a-591e-4ec1-a89b-fa02fe87017d,Jason Richard Swallen,Swallen,Swallen,J. R. Swallen,"Swallen, Jason Richard",United States of America,"Brazil, Canada, Guatemala, Honduras, Mexico, United States of America",Bryophytes; Spermatophytes,Phanerogams; Pteridophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors S,,Swallen & Garcia-Barriga,Swallen & Garcia-Barriga,1903,1991,,Search for specimens collected by J. R. Swallen,"[no date] (1),  1928 (1),  1932 (6),  1934 (5),  1935 (1),  1939 (14),  1940 (1),  1948 (1),  1950 (1),  1954 (2)",,,,,,,,,
"Tejada, R.",1913,[author note: Herbarium and types: some material at US],175241 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/130d1519-602c-4840-967e-0892d2a3c4ec,R. Tejada,Tejada,Tejada,Tejada,"Tejada, R.",Guatemala,,Spermatophytes,,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",,,,,,,,,,,,,,,,,,
"Tonduz, Adolphe",,"[author note: Herbarium and types: CR, US; additional material at A, AMES, B (mostly destroyed), BM, BR, C, DPU, F, G (nearly complete set of Costa Rican collections), GE, GH, H-BR, K, KIEL, L, LAU, LE, M, MICH, MO, NY, P, PH, S, Z] [collector note: Original collections: BR, CR, US, duplicates widely distributed]",142206 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fef0e639-8692-4378-b84e-f7cfefdac4a7,Adolphe Tonduz,Tonduz,Tonduz,A. Tonduz,"Tonduz, Adolphe","Costa Rica, Guatemala, Switzerland","Costa Rica, Guatemala",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors T-Z,,H. F. Pittier & A. Tonduz  A. Tonduz & U. Rojas  P. Biolley & A. Tonduz,C.C. Mez & A. Tonduz,1862,1921,,Search for specimens collected by A. Tonduz,"[no date] (29),  1885 (1),  1890 (5),  1891 (4),  1892 (7),  1893 (23),  1894 (6),  1895 (16),  1896 (43),  1897 (13),  1898 (104),  1899 (34),  1900 (49),  1909 (6),  1910 (1),  1911 (2),  1912 (2),  1913 (20),  1918 (1),  1921 (9),  1984 (1),  1990 (1)",,,,,,,,,
"Türckheim, Hans von",,"[author note: Herbarium and types: B (mostly destroyed), US; additional material at A, AMES, B, BHU, BM, BP, BR, C, COLU, E, F, G, GB, GH, GOET, H, ILL, ISC, JE, K, L, M, MANCH, MICH, MO, NY, P, PH, S, SI, STU, U, US, VT, W, WU, WRSL, WU, Z] [collector note: in Dominica Republic (1909-1910)] Example of Names Published: Costus splendens Donn.Smith & Türckheim, Bot. Gaz. 33: 260 (1902).",173225 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4efc4c16-a40c-494b-9a84-004dd5220757,"H. v. Tuerckheim; Tuerckheim, Hans von; Tuerckheim, Hans von; Hans von Türckheim; H. von Türckheim; H. v. Türckheim, II; H. von Tuerckheim",Türckheim,Türckh.,H. v. Türckheim,"Türckheim, Hans von",Germany,"Dominican Republic, Guatemala",Spermatophytes,Algae; Bryophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht","Index Herbariorum - Collectors T-Z; As ""H. v. Türckheim, II"" in: Repert. Spec. Nov. Regni Veg. 10: 249. 1911; Specimen (GH) Heleocharis spiralis (Rottb.) R. Br.",,,,1853,1920,,Search for specimens collected by H. v. Türckheim,"[no date] (19),  1877 (8),  1878 (2),  1879 (7),  1880 (1),  1881 (1),  1884 (1),  1885 (20),  1886 (79),  1887 (60),  1888 (23),  1889 (4),  1890 (1),  1892 (4),  1900 (33),  1901 (54),  1902 (31),  1903 (40),  1904 (21),  1906 (14),  1907 (119),  1908 (61),  1909 (13),  1910 (113),  1912 (62),  1913 (41),  1914 (1),  1920 (1)",,,,,,,,,
