ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,taxon_3_IdeTaxonRef_key,taxon_3_taxon_irn,taxon_3_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab
745,http://fm-digital-assets.fieldmuseum.org/495/784/V0107350F.jpg,2381670,V0107350F,903587.0,,Blepharocalyx,salicifolius,,,,B-586,1936-11-23,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,751.0,10438.0,283283.0,,,,,,,735.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,http://fm-digital-assets.fieldmuseum.org/495/785/V0107351F.jpg,2381671,V0107351F,2137401.0,,Blepharocalyx,salicifolius,,,,24215,1963-04-10,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,752.0,10438.0,283283.0,,,,,,,736.0,16184.0,Arturo E. Burkart,A. Burkart,Arturo,Erhardo,Burkart,Person,Botany Master,ASA Botanist ID 101640,,A. E. Burkart,Collector (Botany),737.0,60194.0,Nélida S. Troncoso,N. S. Troncoso,Nélida,Sara,Troncoso,Person,Botany Master,,,Nélida Sara Troncoso de Burkart,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,http://fm-digital-assets.fieldmuseum.org/495/786/V0107352F.jpg,2381672,V0107352F,2137412.0,,Blepharocalyx,salicifolius,,,,23416,1962-03-12,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,753.0,10438.0,283283.0,,,,,,,738.0,16184.0,Arturo E. Burkart,A. Burkart,Arturo,Erhardo,Burkart,Person,Botany Master,ASA Botanist ID 101640,,A. E. Burkart,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,http://fm-digital-assets.fieldmuseum.org/495/787/V0107353F.jpg,2381673,V0107353F,2137411.0,,Blepharocalyx,salicifolius,,,,29395,1973-01-25,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,754.0,10438.0,283283.0,,,,,,,739.0,16184.0,Arturo E. Burkart,A. Burkart,Arturo,Erhardo,Burkart,Person,Botany Master,ASA Botanist ID 101640,,A. E. Burkart,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,http://fm-digital-assets.fieldmuseum.org/495/802/V0107368F.jpg,2381623,V0107368F,572836.0,,Blepharocalyx,salicifolius,,,,1009,1927-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,755.0,10438.0,283283.0,,,,,,,740.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,http://fm-digital-assets.fieldmuseum.org/495/803/V0107369F.jpg,2381624,V0107369F,572837.0,,Blepharocalyx,salicifolius,,,,1008,1927-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,756.0,10438.0,283283.0,,,,,,,741.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,http://fm-digital-assets.fieldmuseum.org/495/804/V0107370F.jpg,2381626,V0107370F,910996.0,,Blepharocalyx,salicifolius,,,,325,1934-12-15,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,757.0,10438.0,283283.0,,,,,,,742.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,http://fm-digital-assets.fieldmuseum.org/495/805/V0107371F.jpg,2381627,V0107371F,572800.0,,Blepharocalyx,salicifolius,,,,931B,1927-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,758.0,10438.0,283283.0,,,,,,,743.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,http://fm-digital-assets.fieldmuseum.org/495/806/V0107372F.jpg,2381628,V0107372F,864853.0,,Blepharocalyx,salicifolius,,,,931c,1934-03-31,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,759.0,10438.0,283283.0,,,,,,,744.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,http://fm-digital-assets.fieldmuseum.org/495/807/V0107373F.jpg,2381629,V0107373F,572799.0,,Blepharocalyx,salicifolius,,,,931A,1927-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,760.0,10438.0,283283.0,,,,,,,745.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,http://fm-digital-assets.fieldmuseum.org/495/808/V0107374F.jpg,2381630,V0107374F,910993.0,,Blepharocalyx,salicifolius,,,,482,1935-03-24,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,761.0,10438.0,283283.0,,,,,,,746.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,http://fm-digital-assets.fieldmuseum.org/495/829/V0107395F.jpg,2381591,V0107395F,1541972.0,,Blepharocalyx,salicifolius,,,,21316,1944-01-20,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,762.0,10438.0,283283.0,,,,,,,747.0,37196.0,Harley H. Bartlett,H. H. Bartlett,Harley,Harris,Bartlett,Person,Botany Master,ASA Botanist ID 102756,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,http://fm-digital-assets.fieldmuseum.org/495/758/V0107324F.jpg,2381642,V0107324F,1541971.0,,Blepharocalyx,salicifolius,,,,20984,1943-11-29,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,763.0,10438.0,283283.0,,,,,,,748.0,37196.0,Harley H. Bartlett,H. H. Bartlett,Harley,Harris,Bartlett,Person,Botany Master,ASA Botanist ID 102756,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,http://fm-digital-assets.fieldmuseum.org/503/279/V0107592F.jpg,2382110,V0107592F,911002.0,,Calyptranthes,concinna,,,,683,1936-04-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,764.0,13634.0,97462.0,,,,,,,749.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,http://fm-digital-assets.fieldmuseum.org/503/562/V0107874F.jpg,2383658,V0107874F,865010.0,,Campomanesia,aurea,,aurea,variety,1657,1933-12-02,1933-12-04,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,765.0,546101.0,13819.0,,,,,,,750.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,http://fm-digital-assets.fieldmuseum.org/504/907/V0109133F.jpg,2390109,V0109133F,1322316.0,,Eugenia,opaca,,,,1761a,1937-02-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,766.0,29215.0,97464.0,,,,,,,751.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,http://fm-digital-assets.fieldmuseum.org/516/714/V0109772F.jpg,2421335,V0109772F,572842.0,,Eugenia,uniflora,,,,1003A,1927-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,767.0,29866.0,97464.0,,,,,,,752.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,http://fm-digital-assets.fieldmuseum.org/535/866/V0112514F.jpg,2767569,V0112514F,568272.0,,Parkinsonia,aculeata,,,,369,1927-04-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,768.0,55721.0,90412.0,,,,,,,753.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,http://fm-digital-assets.fieldmuseum.org/536/093/V0112746F.jpg,2775759,V0112746F,1720589.0,,Pomaria,rubicunda,,rubicunda,Variety,B-6858,1957-12-02,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,769.0,548419.0,548418.0,,,,,,,754.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,http://fm-digital-assets.fieldmuseum.org/536/094/V0112747F.jpg,2775791,V0112747F,1033420.0,,Pomaria,rubicunda,,rubicunda,Variety,B-972,1937-01-28,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,770.0,548419.0,548418.0,,,,,,,755.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,http://fm-digital-assets.fieldmuseum.org/542/747/V0113387F.jpg,2778204,V0113387F,1750893.0,,Senna,corymbosa,,,,10363,1971-03-12,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,771.0,549296.0,90532.0,,,,,,,756.0,60908.0,Osvaldo Del Puerto,O. Del Puerto,Osvaldo,,Del Puerto,Person,Botany Master,ASA Botanist ID 130299,,,,757.0,26767.0,Eduardo H. Marchesi,E. H. Marchesi,Eduardo,H.,Marchesi,Person,Botany Master,ASA Botanist ID 129417,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
766,http://fm-digital-assets.fieldmuseum.org/542/748/V0113388F.jpg,2778206,V0113388F,63747.0,,Senna,corymbosa,,,,,1878-04-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,772.0,549296.0,90532.0,,,,,,,758.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,http://fm-digital-assets.fieldmuseum.org/542/749/V0113389F.jpg,2778208,V0113389F,1004124.0,,Senna,corymbosa,,,,507,1935-03-24,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,773.0,549296.0,90532.0,,,,,,,759.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,http://fm-digital-assets.fieldmuseum.org/555/739/V0114782F.jpg,2787426,V0114782F,63746.0,,Senna,scabriuscula,,,,893,1877-02-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,774.0,71128.0,90532.0,,,,,,,760.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,http://fm-digital-assets.fieldmuseum.org/529/668/V0117760F.jpg,2486194,V0117760F,638613.0,,Myrcia,selloi,,,,1171,1927-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,775.0,547179.0,97480.0,,,,,,,761.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,http://fm-digital-assets.fieldmuseum.org/529/670/V0117762F.jpg,2486196,V0117762F,920047.0,,Myrcia,selloi,,,,B-990,1937-01-28,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,776.0,547179.0,97480.0,,,,,,,762.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,http://fm-digital-assets.fieldmuseum.org/531/937/V0120476F.jpg,2764818,V0120476F,864808.0,,Psidium,salutare,,sericeum,variety,1527,1931-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,777.0,548338.0,97494.0,,,,,,,763.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,http://fm-digital-assets.fieldmuseum.org/531/938/V0120477F.jpg,2764787,V0120477F,947014.0,,Psidium,salutare,,,,B-2609,1938-03-20,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,778.0,63995.0,97494.0,,,,,,,764.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,http://fm-digital-assets.fieldmuseum.org/531/954/V0120493F.jpg,2764811,V0120493F,920040.0,,Psidium,salutare,,mucronatum,variety,B-2344,1937-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,779.0,548337.0,97494.0,,,,,,,765.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,http://fm-digital-assets.fieldmuseum.org/531/955/V0120494F.jpg,2764812,V0120494F,947015.0,,Psidium,salutare,,mucronatum,variety,B-2563,1938-02-23,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,780.0,548337.0,97494.0,,,,,,,766.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,http://fm-digital-assets.fieldmuseum.org/531/956/V0120495F.jpg,2764813,V0120495F,910991.0,,Psidium,salutare,,mucronatum,variety,1,1934-03-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,781.0,548337.0,97494.0,,,,,,,767.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,http://fm-digital-assets.fieldmuseum.org/531/957/V0120496F.jpg,2764814,V0120496F,864803.0,,Psidium,salutare,,mucronatum,variety,930a,1931-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,782.0,548337.0,97494.0,,,,,,,768.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,http://fm-digital-assets.fieldmuseum.org/532/169/V0120744F.jpg,2762662,V0120744F,638562.0,,Myrrhinium,atropurpureum,,octandrum,variety,754,1928-09-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,783.0,548251.0,285313.0,,,,,,,769.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,http://fm-digital-assets.fieldmuseum.org/532/170/V0120745F.jpg,2762699,V0120745F,950313.0,,Myrrhinium,atropurpureum,,octandrum,variety,A-1339,1937-10-03,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,784.0,548251.0,285313.0,,,,,,,770.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,http://fm-digital-assets.fieldmuseum.org/532/676/V0121204F.jpg,2764786,V0121204F,63752.0,,Psidium,salutare,,,,,1878-10-22,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,785.0,63995.0,97494.0,,,,,,,771.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,http://fm-digital-assets.fieldmuseum.org/530/549/V0121589F.jpg,2760799,V0121589F,864598.0,,Myrcianthes,cisplatensis,,,,1808,1934-11-30,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,786.0,547066.0,97485.0,,,,,,,772.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,http://fm-digital-assets.fieldmuseum.org/530/550/V0121590F.jpg,2760800,V0121590F,910995.0,,Myrcianthes,cisplatensis,,,,392,1935-01-12,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,787.0,547066.0,97485.0,,,,,,,773.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,http://fm-digital-assets.fieldmuseum.org/530/551/V0121591F.jpg,2760802,V0121591F,903589.0,,Myrcianthes,cisplatensis,,,,B-1827,1937-05-18,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,788.0,547066.0,97485.0,,,,,,,774.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,http://fm-digital-assets.fieldmuseum.org/530/552/V0121592F.jpg,2760803,V0121592F,920055.0,,Myrcianthes,cisplatensis,,,,B-1827,1937-05-18,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,789.0,547066.0,97485.0,,,,,,,775.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,http://fm-digital-assets.fieldmuseum.org/530/559/V0121599F.jpg,2760798,V0121599F,864945.0,,Myrcianthes,cisplatensis,,,,1808A,1934-11-30,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,790.0,547066.0,97485.0,,,,,,,776.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,http://fm-digital-assets.fieldmuseum.org/530/761/V0121802F.jpg,2761237,V0121802F,1648490.0,,Myrcianthes,pungens,,,,5955,1966-02-04,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,791.0,51095.0,97485.0,,,,,,,777.0,60908.0,Osvaldo Del Puerto,O. Del Puerto,Osvaldo,,Del Puerto,Person,Botany Master,ASA Botanist ID 130299,,,,778.0,26767.0,Eduardo H. Marchesi,E. H. Marchesi,Eduardo,H.,Marchesi,Person,Botany Master,ASA Botanist ID 129417,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
786,http://fm-digital-assets.fieldmuseum.org/529/669/V0117761F.jpg,2486195,V0117761F,1648489.0,,Myrcia,selloi,,,,5882,1966-02-02,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,792.0,547179.0,97480.0,,,,,,,779.0,60908.0,Osvaldo Del Puerto,O. Del Puerto,Osvaldo,,Del Puerto,Person,Botany Master,ASA Botanist ID 130299,,,,780.0,26767.0,Eduardo H. Marchesi,E. H. Marchesi,Eduardo,H.,Marchesi,Person,Botany Master,ASA Botanist ID 129417,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
